Hash,Name,Item Type Display Name,Icon
3633897271,Équipement rare,NoData,/common/destiny2_content/icons/b6ed0396eb8d63a79f990d80b2c05e68.jpg
3524842802,Équipement légendaire,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
1290732213,Équipement exotique,NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
2850782006,En solo - Armure de jambes exotique (rare),NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
247000308,En solo - Armure de jambes exotique (courante),NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
3847819403,Équipement ordinaire,NoData,/common/destiny2_content/icons/399ff8844f8a4ec8301143efb680aa35.jpg
1007326520,Équipement rare,NoData,/common/destiny2_content/icons/b6ed0396eb8d63a79f990d80b2c05e68.jpg
3407672161,Équipement légendaire,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
715326750,Équipement exotique,NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
2976586065,Équipement ordinaire,NoData,/common/destiny2_content/icons/304f5742211c176b4d6be05dc5a00386.jpg
1215073230,Équipement rare,NoData,/common/destiny2_content/icons/b128463775b5bad052a82e7275be9a92.jpg
2653484527,Équipement légendaire,NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
2874968140,Équipement exotique,NoData,/common/destiny2_content/icons/31ff2e6b015f422c15c5ac37bc84fbbd.jpg
1683520816,Équipement ordinaire,NoData,/common/destiny2_content/icons/304f5742211c176b4d6be05dc5a00386.jpg
423137075,Équipement rare,NoData,/common/destiny2_content/icons/b128463775b5bad052a82e7275be9a92.jpg
983644830,Équipement légendaire,NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
4274638705,Équipement exotique,NoData,/common/destiny2_content/icons/31ff2e6b015f422c15c5ac37bc84fbbd.jpg
1340756168,Équipement ordinaire,NoData,/common/destiny2_content/icons/304f5742211c176b4d6be05dc5a00386.jpg
3161794203,Équipement rare,NoData,/common/destiny2_content/icons/b128463775b5bad052a82e7275be9a92.jpg
2968406086,Équipement légendaire,NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
1419477417,Équipement exotique,NoData,/common/destiny2_content/icons/31ff2e6b015f422c15c5ac37bc84fbbd.jpg
2446280465,Arme de Nuit noire (rare),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
3959886874,Arme de Nuit noire (peu commune),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
94544133,Arme de Nuit noire (commune),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
2119974556,Arme de Nuit noire expert (commune),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
4089782481,Arme de Nuit noire,NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
1744460267,Arme du Jugement d'Osiris,NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
3482474493,Arme expert du Jugement (rare),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
1694621721,Arme expert du Jugement (commune),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
1079707218,Équipement puissant,Engramme,/common/destiny2_content/icons/6611864a6740172ef222395c0118c0c8.png
1995898181,Équipement ordinaire,NoData,/common/destiny2_content/icons/304f5742211c176b4d6be05dc5a00386.jpg
75112946,Équipement rare,NoData,/common/destiny2_content/icons/b128463775b5bad052a82e7275be9a92.jpg
3520001075,Équipement légendaire,NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
2702302280,En solo - Arme légendaire (rare),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
3339998924,En solo - Arme légendaire (peu commune),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
585074942,En solo - Arme légendaire (commune),NoData,/common/destiny2_content/icons/8b02ac3fc520b8933a2654f5804fafbc.jpg
3938943647,En solo - Engramme de l'Armurier (rare),NoData,/common/destiny2_content/icons/bbc042567d179d7d1e7618597aa7c8b5.png
3234136663,En solo - Engramme de l'Armurier (peu commun),NoData,/common/destiny2_content/icons/bbc042567d179d7d1e7618597aa7c8b5.png
1646450907,En solo - Engramme de l'Armurier (commun),NoData,/common/destiny2_content/icons/bbc042567d179d7d1e7618597aa7c8b5.png
2673424576,Équipement exotique,NoData,/common/destiny2_content/icons/31ff2e6b015f422c15c5ac37bc84fbbd.jpg
3714629373,Équipement ordinaire,NoData,/common/destiny2_content/icons/399ff8844f8a4ec8301143efb680aa35.jpg
1654824986,Équipement rare,NoData,/common/destiny2_content/icons/b6ed0396eb8d63a79f990d80b2c05e68.jpg
3189820379,Équipement légendaire,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
4001492184,Équipement exotique,NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
3037832096,Équipement ordinaire,NoData,/common/destiny2_content/icons/399ff8844f8a4ec8301143efb680aa35.jpg
1275292259,Équipement rare,NoData,/common/destiny2_content/icons/b6ed0396eb8d63a79f990d80b2c05e68.jpg
1471784110,Équipement légendaire,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
1742645409,Équipement exotique,NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
2987746325,Guerre psychique,NoData,/common/destiny2_content/icons/34b04fcdacb3e68ee1ea5a819cd2a009.jpg
892155537,Équipement ordinaire,NoData,/common/destiny2_content/icons/399ff8844f8a4ec8301143efb680aa35.jpg
3219377422,Équipement rare,NoData,/common/destiny2_content/icons/b6ed0396eb8d63a79f990d80b2c05e68.jpg
297446959,Équipement légendaire,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
790434444,Équipement exotique,NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
2894223905,Assortiments de revêtements,NoData,/common/destiny2_content/icons/77224ee642a11e4d189197848c5d750c.jpg
2459736305,Équipement ordinaire,NoData,/common/destiny2_content/icons/399ff8844f8a4ec8301143efb680aa35.jpg
1923404910,Équipement rare,NoData,/common/destiny2_content/icons/b6ed0396eb8d63a79f990d80b2c05e68.jpg
2441671311,Équipement légendaire,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
2316438508,Équipement exotique,NoData,/common/destiny2_content/icons/763634b78eb22168ac707500588b7333.jpg
3689773259,Récompenses de la Saison 16,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
290649492,Récompenses de la Saison 16,NoData,/common/destiny2_content/icons/6c48130b8beb51854867b53fe108aa6d.jpg
1350071476,Récompenses de la Saison 17,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
956551359,Récompenses de la Saison 17,NoData,/common/destiny2_content/icons/6c48130b8beb51854867b53fe108aa6d.jpg
3582457274,Récompenses de la Saison 19,NoData,/common/destiny2_content/icons/e8c52e78b005f454fd0001d871c5d3c6.jpg
1441012185,Récompenses de la Saison 19,NoData,/common/destiny2_content/icons/6c48130b8beb51854867b53fe108aa6d.jpg
1084016082,Catalyseur de Récit d'un homme mort,NoData,/common/destiny2_content/icons/a1fddbd287f5c9259914e4082417726e.jpg
3818686851,Amélioration d'intrinsèque,NoData,/common/destiny2_content/icons/a4e2cd0af609195d8b74e4e6dc761f25.jpg
3088105031,Catalyseur de Messager mort,NoData,/common/destiny2_content/icons/44652f6aba6ec54e0782480679fe043b.jpg
4064629602,Amélioration d'intrinsèque,NoData,/common/destiny2_content/icons/0da7473b2ce9e8da8bc34ba07fd84135.jpg
2875811324,Amélioration de particularité,NoData,/common/destiny2_content/icons/26879dbadd0ade4f6d92cd0b37ce7261.jpg
2909019017,Catalyseur de Révision zéro,NoData,/common/destiny2_content/icons/26879dbadd0ade4f6d92cd0b37ce7261.jpg
563290280,Amélioration d'intrinsèque,NoData,/common/destiny2_content/icons/85c9331b66c33691cabd11ec265a3e60.jpg
2654582465,Mod d'arme aléatoire,NoData,/common/destiny2_content/icons/4051485590b26eb2657a3e39b3e6b2c1.jpg
1629549128,Mod d'armure aléatoire,NoData,/common/destiny2_content/icons/4051485590b26eb2657a3e39b3e6b2c1.jpg
1858002338,EXP,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
3348653032,EXP+,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
3582080006,EXP++,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
583797518,Double EXP,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
2174060729,EXP de Défiance,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
691393048,EXP+ de Défiance,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
2250176030,EXP++ de Défiance,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
1711513650,EXP+++ de Défiance,NoData,/common/destiny2_content/icons/d0bdb272c66fab162240719a933d243b.png
3879426287,Accélérateur de rang de la Bannière de Fer,NoData,/common/destiny2_content/icons/6b538615889432a8f354ed0ca845aa3e.png
3114385605,Équipement puissant (Palier 1),NoData,/common/destiny2_content/icons/a1bb89034105dd291ac7072497771052.png
3114385606,Équipement puissant (Palier 2),NoData,/common/destiny2_content/icons/a1bb89034105dd291ac7072497771052.png
3114385607,Équipement puissant (Palier 3),NoData,/common/destiny2_content/icons/a1bb89034105dd291ac7072497771052.png
73143230,Équipement de prestige,NoData,/common/destiny2_content/icons/a1bb89034105dd291ac7072497771052.png
183067059,Équipement de prestige,NoData,/common/destiny2_content/icons/6c4935a0247406e7b412ed5acd47b01d.png
2643364263,Équipement puissant (Palier 1),NoData,/common/destiny2_content/icons/6c4935a0247406e7b412ed5acd47b01d.png
1026669543,Armure concentrée de mobilité,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
3368507804,Armure concentrée de récupération,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
1242310113,Armure concentrée de résistance,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
2609923061,Armure concentrée de discipline,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
120246808,Armure concentrée d'intelligence,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
3618054258,Armure concentrée de force,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
1923658473,Armures d'artifice,NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
955835921,Armure d'artifice (Or ou plus),NoData,/common/destiny2_content/icons/2827dc4801f5ad1827af5fd231bf1861.png
3632457717,Matrices d'amélioration (peu commun),NoData,/common/destiny2_content/icons/0a4eb695ed55b4e720ddc401460cc0f9.jpg
3710069945,Matrices d'amélioration (commun),NoData,/common/destiny2_content/icons/0a4eb695ed55b4e720ddc401460cc0f9.jpg
2422680742,Prismes d'amélioration (rare),NoData,/common/destiny2_content/icons/dea2a35badf7466d4c2c2697ce6e8d87.jpg
914966308,Prismes d'amélioration (peu commun),NoData,/common/destiny2_content/icons/dea2a35badf7466d4c2c2697ce6e8d87.jpg
1800059134,Prismes d'amélioration (commun),NoData,/common/destiny2_content/icons/dea2a35badf7466d4c2c2697ce6e8d87.jpg
552674567,Éclats ascendants (rare),NoData,/common/destiny2_content/icons/0271d214fc3ec91b3def799a4b286b46.jpg
116309391,Éclats ascendants (peu commun),NoData,/common/destiny2_content/icons/0271d214fc3ec91b3def799a4b286b46.jpg
771478467,Éclats ascendants (ordinaire),NoData,/common/destiny2_content/icons/0271d214fc3ec91b3def799a4b286b46.jpg
1628870621,Cryptage Nuit noire (rare),NoData,/common/destiny2_content/icons/4eea0c7442c235fabe6eec9f8f8a48cd.jpg
1796396469,Cryptage Nuit noire (peu commun),NoData,/common/destiny2_content/icons/4eea0c7442c235fabe6eec9f8f8a48cd.jpg
1438123385,Cryptage Nuit noire (commun),NoData,/common/destiny2_content/icons/4eea0c7442c235fabe6eec9f8f8a48cd.jpg
1822797418,Récompense de Contrat Twitch : réactions de partie,NoData,/common/destiny2_content/icons/f9db060b31ab11985b91ba40729fb86c.jpg
3182648438,Récompense de Contrat Twitch : offrir des abonnements,NoData,/common/destiny2_content/icons/f9db060b31ab11985b91ba40729fb86c.jpg
133228087,Récompense de Contrat Twitch : offrir des abonnements,NoData,/common/destiny2_content/icons/f9db060b31ab11985b91ba40729fb86c.jpg
3644859497,Récompense de Contrat Twitch : offrir des abonnements,NoData,/common/destiny2_content/icons/f9db060b31ab11985b91ba40729fb86c.jpg
70856972,Récompenses de Contrat Twitch : applaudissements,NoData,/common/destiny2_content/icons/f9db060b31ab11985b91ba40729fb86c.jpg
2133694745,Réinitialisation de rang,Récompense de faction,/common/destiny2_content/icons/0271d214fc3ec91b3def799a4b286b46.jpg
1514009869,Réinitialisation de rang,Récompense de faction,/common/destiny2_content/icons/3e6a698e1a8a5fb446fdcbf1e63c5269.png
762446680,Réinitialisation de rang,Récompense de faction,/common/destiny2_content/icons/b4d6dbc8eda17711bfb8fedb6e48cc80.jpg
309248508,Réinitialisation de rang,Récompense de faction,/common/destiny2_content/icons/9970631fe1052642c268132dfc30e16b.jpg
1190250163,Matériaux de synthèse d'armure x {var:1045203749},NoData,/common/destiny2_content/icons/a50407d6b40417895a7fa9703b047d4d.png
911043681,Lumen,Monnaie,/common/destiny2_content/icons/88993eaeedad32f42072df6f77f47311.png
2205599806,Accélérateur de campagne d'Éclipse,NoData,/common/destiny2_content/icons/1059e770c9f3ab70a70fc3e0010d55a4.jpg
1551559261,Accélérateur de campagne de La Forme Finale,NoData,/common/destiny2_content/icons/28c2dc98bb739d7af6ce749da64ce966.jpg
1464023332,Progression du rang de l'Armurier,NoData,/common/destiny2_content/icons/6807f82abec0d99128251ac2a2ccd0a3.png
2268677773,Engramme d'Everversum,Engramme brillant,/common/destiny2_content/icons/9fa9dd2cbca6f3a8bb6dfd3e91f915d3.png
3017263057,Engramme de l'Épreuve,Engramme brillant,/common/destiny2_content/icons/6611864a6740172ef222395c0118c0c8.png
1685851162,Engramme du Gambit,Engramme brillant,/common/destiny2_content/icons/bfdaa952e932b5c738fdd2360af9db4f.png
3737852090,Engramme de l'Avant-garde,Engramme brillant,/common/destiny2_content/icons/48231850bd032a824141581780ef43f4.png
2567209465,Engramme de Fer,Engramme brillant,/common/destiny2_content/icons/c094fe5025c3d1d4c702e187121cf538.png
2640942529,Engramme du Jugement,Engramme brillant,/common/destiny2_content/icons/2b95f44db755d0aabef10723e2ded30f.png
1965226112,Engramme légendaire,Engramme brillant,/common/destiny2_content/icons/f846f489c2a97afb289b357e431ecf8d.png
853937142,Engramme parfait,Engramme brillant,/common/destiny2_content/icons/3f3dd2345e79f296bd06cc960642a1ba.png
422685361,Engramme de Résistance,Engramme brillant,/common/destiny2_content/icons/10b3e03b9944db366a18565b6e835d29.png
422685360,Engramme des Profondeurs,Engramme brillant,/common/destiny2_content/icons/e4e50667ec257fb2da4fea36c42cf0a1.png
422685363,Engramme de la Sorcière,Engramme brillant,/common/destiny2_content/icons/d160bec1ce462893d4110995cea81bb0.png
1010947726,Engramme exotique,Engramme,/common/destiny2_content/icons/3e6a698e1a8a5fb446fdcbf1e63c5269.png
2284123716,En solo - Engramme exotique (rare),Engramme,/common/destiny2_content/icons/3e6a698e1a8a5fb446fdcbf1e63c5269.png
4087193961,En solo - Engramme exotique (commun),Engramme,/common/destiny2_content/icons/3e6a698e1a8a5fb446fdcbf1e63c5269.png
1610531644,Engramme rare,Engramme,/common/destiny2_content/icons/065ad0889f4f2b00f65d36f301ab8142.png
403897603,Médaillon de bronze,NoData,/common/destiny2_content/icons/48eee7bcc40e3bbb53512ec2c0220c1d.jpg
525367050,Médaillon d'argent,NoData,/common/destiny2_content/icons/25a6746f57bb3e0aa73013ea8eb97bca.jpg
362293449,Médaillon d'or,NoData,/common/destiny2_content/icons/cf5d6a9d8559f8c2d53c493804cb2048.jpg
3893471759,Médaillon de platine,NoData,/common/destiny2_content/icons/593e1bb2ddab4aef0edf01d98a2fcd0b.jpg
2642798136,Cendre argentée,Monnaie d'événement,/common/destiny2_content/icons/2e30676f5c2fc5c6efcce7d2a7c77fae.jpg
1814904342,Petit bois,Monnaie d'événement,/common/destiny2_content/icons/26a0ce3e9d5253bd1380236e5a42d027.jpg
533446628,Feuilles argentées,Monnaie d'événement,/common/destiny2_content/icons/c947113487a92ff28cf103926d11ab06.jpg
2115919719,Bonbon,Monnaie d'événement,/common/destiny2_content/icons/54701201173ec71de1bec30641d5ffdf.jpg
3393712456,Page spectrale,Monnaie d'événement,/common/destiny2_content/icons/e972cc72bee10aa182a745ca3a697f19.jpg
3933714914,Page matérialisée,Monnaie d'événement,/common/destiny2_content/icons/2755214eb2c520ac814bfa6644ff09bc.jpg
1360827631,Ingrédients,Matériau,/common/destiny2_content/icons/628da3f474e627ded3fbc41c27292ca4.jpg
218138267,Esprit de l'Avènement,Monnaie d'événement,/common/destiny2_content/icons/66297bb77b17821886e52f411bb90ed7.jpg
394562660,Échange de cadeaux,Récipient,/common/destiny2_content/icons/4edd47ed4f6e13ff608f11d33978485a.jpg
2962058744,Zéro absolu,Emblème,/common/destiny2_content/icons/0034b95ef9c68660375008b65f0c0631.jpg
2962058745,Cryonautique,Emblème,/common/destiny2_content/icons/240fba03b27796329e0a74e4be76376e.jpg
2962058746,Avenir dans l'ombre,Emblème,/common/destiny2_content/icons/4be0d9062b1114f73ced6a051ce26c8a.jpg
2962058747,Excursion galiléenne,Emblème,/common/destiny2_content/icons/689fb638635872ccecde3dad990d13b3.jpg
2962058748,Jubilé de Matrice,Emblème,/common/destiny2_content/icons/f6eb691732bd993a89aaf1241ddfa141.jpg
2962058749,Résonance fluide,Emblème,/common/destiny2_content/icons/8b360b8f3c8f48cc7ca7a05431d3a22a.jpg
2962058750,Frénésie de la traque,Emblème,/common/destiny2_content/icons/618611d4b365cec7621d17b750389465.jpg
2962058751,Tremblement prismatique,Emblème,/common/destiny2_content/icons/cd860683f1f844a9e0de1027d1b5889e.jpg
2962058736,Deuxième chance,Emblème,/common/destiny2_content/icons/40c671c6be07d2e7b2aac21d0257de8e.jpg
2962058737,Marées lointaines,Emblème,/common/destiny2_content/icons/65f2de7e265f9ee9a2b0f5eea443f7e2.jpg
3886292683,Réfraction cardinale,Emblème,/common/destiny2_content/icons/f0221713ba89d7851fe8980f1b8a6acc.jpg
3886292682,Moment éternel,Emblème,/common/destiny2_content/icons/1278344ed0b8bcf11e66d60122b1a8ac.jpg
3886292681,Entre les étoiles,Emblème,/common/destiny2_content/icons/c479fd9a6dbb26ff923d9da27855abbd.jpg
3886292680,Harmonie brisée,Emblème,/common/destiny2_content/icons/93a4c96ef6095a58e89e8b846e9ef0ae.jpg
3886292687,Photologique,Emblème,/common/destiny2_content/icons/7af19945787ac7910f502ed72a338812.jpg
3886292686,Intention chromatique,Emblème,/common/destiny2_content/icons/eda54fe7884c7c370190621b131e6da0.jpg
3886292685,Étendard de vainqueur,Emblème,/common/destiny2_content/icons/95e0b308e7f19dab46a248a36eb09148.jpg
3886292684,Filament en fleurs,Emblème,/common/destiny2_content/icons/80180b3ccca0786e5365f2e791e6081d.jpg
3886292675,Visage éblouissant,Emblème,/common/destiny2_content/icons/595366b6f75f25ee93097f9c12c7fbe4.jpg
3886292674,L'arête dissimulée,Emblème,/common/destiny2_content/icons/e674f3b087d52241ab06482f62831b11.jpg
3903070398,Nyctophobie,Emblème,/common/destiny2_content/icons/9daa175b10656a71ea3ba073d572d1c8.jpg
3903070399,Les personnes à qui nous tenions,Emblème,/common/destiny2_content/icons/e8330fc2cc47c82347f191ea588d2d9f.jpg
3903070396,Protecteurs de la Lumière,Emblème,/common/destiny2_content/icons/8450f0ea6b87e298af1531da4485a9fd.jpg
3903070397,Œil de la tempête,Emblème,/common/destiny2_content/icons/3bd3715fd92350cf1f08cf69a3841320.jpg
3903070394,Clan d'accélération newtonienne,Emblème,/common/destiny2_content/icons/6edfeb4eca8bbea0beb3d39ea687d702.jpg
3903070395,Se7tième,Emblème,/common/destiny2_content/icons/a09f95d3d4481ee5ef45ead2c25942b9.jpg
3903070392,Soyez vous-mêmes,Emblème,/common/destiny2_content/icons/775aba88c3235c8a38d68ec69f1f810c.jpg
3903070393,Trésor de Huygens,Emblème,/common/destiny2_content/icons/6424ceb900446e35ef1e7ffc22d6a502.jpg
3903070390,Bulbul Tarang,Emblème,/common/destiny2_content/icons/25ca12d5d16569a39abd13e2e656e743.jpg
3903070391,Étoiles d'or,Emblème,/common/destiny2_content/icons/d0c4e1f2ada1e60ca38defeb4bde6864.jpg
3919847953,Sceau de prétendant,Emblème,/common/destiny2_content/icons/8aaa5240dc32e77627bb52f92d422a4c.jpg
3919847952,Garde circadien,Emblème,/common/destiny2_content/icons/d2729f5092aec895083685e79d2c89a8.jpg
3919847955,Prix d'Aurélien,Emblème,/common/destiny2_content/icons/c23c45395e426dc82c0d8f67b1404247.jpg
3919847954,Ocularia,Emblème,/common/destiny2_content/icons/73b020d30883c02f9c43101165514cb0.jpg
3919847957,Polyèdre infini,Emblème,/common/destiny2_content/icons/be0af6a8362bd28ffec29cb3c3098afa.jpg
